Wall time,Step,Value
1676552820.948342,0,9.218862533569336
1676552820.9845257,1,10.449652671813965
1676552821.0142717,2,15.414283752441406
1676552821.043949,3,19.10494041442871
1676552821.0715182,4,18.89316749572754
1676552821.1005054,5,19.163841247558594
1676552821.129541,6,19.360902786254883
1676552821.1588275,7,19.66498565673828
1676552821.1928165,8,20.62188720703125
1676552821.2325857,9,21.398183822631836
1676552821.2612915,10,22.047243118286133
1676552821.289486,11,22.735612869262695
1676552821.319017,12,23.393651962280273
1676552821.346768,13,24.080974578857422
1676552821.3747358,14,24.61103057861328
1676552821.4032488,15,25.179136276245117
1676552821.4330182,16,25.66082191467285
1676552821.4610271,17,25.59963035583496
1676552821.4918756,18,25.58112335205078
1676552821.5316026,19,25.802024841308594
1676552821.5608919,20,25.978605270385742
1676552821.5900536,21,26.156566619873047
1676552821.6178896,22,26.30187225341797
1676552821.6496198,23,26.354331970214844
1676552821.6782022,24,26.443300247192383
1676552821.7056406,25,26.62393569946289
1676552821.7356677,26,26.815404891967773
1676552821.7632785,27,26.99893569946289
1676552821.7904532,28,27.17962646484375
1676552821.8203392,29,27.31154441833496
1676552821.8487585,30,27.381240844726562
1676552821.878211,31,27.452295303344727
1676552821.9077988,32,27.547603607177734
1676552821.938477,33,27.634580612182617
1676552821.969599,34,27.711668014526367
1676552821.9990141,35,27.8084659576416
1676552822.0302732,36,27.911724090576172
1676552822.0614524,37,27.983726501464844
1676552822.0918632,38,28.03249168395996
1676552822.119343,39,28.100645065307617
1676552822.1494038,40,28.190534591674805
1676552822.1770847,41,28.275110244750977
1676552822.2051966,42,28.359149932861328
1676552822.2330916,43,28.456743240356445
1676552822.2611687,44,28.55130958557129
1676552822.2905586,45,28.620702743530273
1676552822.3239045,46,28.674816131591797
1676552822.3507001,47,28.71487045288086
1676552822.3784873,48,28.779008865356445
1676552822.4064696,49,28.8306884765625
1676552822.433881,50,28.893234252929688
1676552822.4618843,51,28.954275131225586
1676552822.4903533,52,28.999862670898438
1676552822.5188458,53,29.041500091552734
1676552822.5511026,54,29.08848762512207
1676552822.579844,55,29.13558578491211
1676552822.607293,56,29.18347930908203
1676552822.6370132,57,29.242027282714844
1676552822.6637216,58,29.309165954589844
1676552822.690689,59,29.37102508544922
1676552822.7180834,60,29.42176055908203
1676552822.7448578,61,29.469118118286133
1676552822.7717583,62,29.515972137451172
1676552822.7986083,63,29.560134887695312
1676552822.8282902,64,29.603633880615234
1676552822.8552513,65,29.649272918701172
1676552822.8818786,66,29.695100784301758
1676552822.9087613,67,29.739593505859375
1676552822.9356074,68,29.781017303466797
1676552822.9648328,69,29.81930923461914
1676552822.9923759,70,29.855350494384766
1676552823.0204127,71,29.88854217529297
1676552823.0483134,72,29.920875549316406
1676552823.0750427,73,29.953582763671875
1676552823.1044838,74,29.98366355895996
1676552823.1331494,75,30.0112361907959
1676552823.1607165,76,30.040630340576172
1676552823.1937225,77,30.071922302246094
1676552823.2256806,78,30.104352951049805
1676552823.2529361,79,30.13878059387207
1676552823.2835085,80,30.173484802246094
1676552823.3134487,81,30.206098556518555
1676552823.3411248,82,30.237316131591797
1676552823.3688753,83,30.268062591552734
1676552823.3965926,84,30.297927856445312
1676552823.4269853,85,30.32741928100586
1676552823.4546566,86,30.357818603515625
1676552823.4816523,87,30.389354705810547
1676552823.5096202,88,30.420949935913086
1676552823.5371978,89,30.452451705932617
1676552823.5672548,90,30.48426628112793
1676552823.5953906,91,30.51572036743164
1676552823.6229064,92,30.54734992980957
1676552823.6513176,93,30.58004379272461
1676552823.6789563,94,30.613033294677734
1676552823.7087271,95,30.646028518676758
1676552823.737125,96,30.678325653076172
1676552823.7644188,97,30.709877014160156
1676552823.7939641,98,30.74171257019043
1676552823.8240693,99,30.774768829345703
1676552823.855764,100,30.80975341796875
1676552823.8856459,101,30.84630584716797
1676552823.9171968,102,30.882539749145508
1676552823.947239,103,30.917760848999023
1676552823.9747272,104,30.952259063720703
1676552824.0070374,105,30.9871768951416
1676552824.0369916,106,31.02247428894043
1676552824.0641155,107,31.057575225830078
1676552824.0928118,108,31.09328269958496
1676552824.130415,109,31.129539489746094
1676552824.1620934,110,31.167327880859375
1676552824.189313,111,31.206100463867188
1676552824.2229934,112,31.24465560913086
1676552824.2543054,113,31.28276824951172
1676552824.2820818,114,31.320819854736328
1676552824.314697,115,31.360300064086914
1676552824.3469858,116,31.40068817138672
1676552824.376319,117,31.4425106048584
1676552824.4059746,118,31.485912322998047
1676552824.438353,119,31.530792236328125
1676552824.4758203,120,31.575410842895508
1676552824.5078065,121,31.619388580322266
1676552824.5426888,122,31.665874481201172
1676552824.5787795,123,31.711593627929688
1676552824.616132,124,31.75531005859375
1676552824.6502237,125,31.798994064331055
1676552824.6815622,126,31.837642669677734
1676552824.716849,127,31.871498107910156
1676552824.7535388,128,31.885183334350586
1676552824.7863777,129,31.883270263671875
1676552824.813864,130,31.74749183654785
1676552824.8474503,131,30.801021575927734
1676552824.8791895,132,29.7716121673584
1676552824.9098976,133,29.310760498046875
1676552824.9442487,134,30.40460205078125
1676552824.9762204,135,30.02765464782715
1676552825.0067751,136,30.99158477783203
1676552825.04035,137,30.162357330322266
1676552825.0720236,138,31.047748565673828
1676552825.106274,139,30.639358520507812
1676552825.1377685,140,31.43507957458496
1676552825.1693115,141,31.027124404907227
1676552825.2062225,142,31.26741600036621
1676552825.24896,143,31.35181427001953
1676552825.2866852,144,31.646106719970703
1676552825.3171692,145,31.680320739746094
1676552825.3569803,146,31.632413864135742
1676552825.3877313,147,31.81415367126465
1676552825.4198275,148,31.55683708190918
1676552825.4522634,149,31.83297348022461
1676552825.485059,150,31.692642211914062
1676552825.5165455,151,31.745758056640625
1676552825.5485158,152,31.808374404907227
1676552825.580704,153,31.719703674316406
1676552825.613104,154,31.891386032104492
1676552825.6479168,155,31.756202697753906
1676552825.6803565,156,31.830345153808594
1676552825.716217,157,31.973447799682617
