Wall time,Step,Value
1676552029.3015506,0,8.663410186767578
1676552029.3417728,1,10.558156967163086
1676552029.37961,2,13.133520126342773
1676552029.4148188,3,14.48935317993164
1676552029.443915,4,15.919576644897461
1676552029.474986,5,16.386550903320312
1676552029.5068417,6,16.485177993774414
1676552029.535607,7,16.57892608642578
1676552029.5630677,8,16.909412384033203
1676552029.591842,9,17.56624984741211
1676552029.62258,10,18.525344848632812
1676552029.6508486,11,19.48151397705078
1676552029.6803854,12,20.05485725402832
1676552029.7092776,13,20.582611083984375
1676552029.7375112,14,21.136497497558594
1676552029.7675722,15,21.18056297302246
1676552029.7952392,16,21.427616119384766
1676552029.8222408,17,22.28565216064453
1676552029.8506389,18,22.560415267944336
1676552029.8815355,19,22.41982650756836
1676552029.9090698,20,22.466571807861328
1676552029.9405656,21,22.6112003326416
1676552029.9756806,22,22.770187377929688
1676552030.0033984,23,22.91072654724121
1676552030.033889,24,22.995893478393555
1676552030.0701153,25,23.037710189819336
1676552030.1004553,26,23.108003616333008
1676552030.1312716,27,23.22848129272461
1676552030.1653554,28,23.350513458251953
1676552030.1945074,29,23.431110382080078
1676552030.2282763,30,23.47260284423828
1676552030.2638068,31,23.505889892578125
1676552030.295471,32,23.545446395874023
1676552030.3338344,33,23.585508346557617
1676552030.3626027,34,23.620487213134766
1676552030.39627,35,23.655872344970703
1676552030.428099,36,23.694461822509766
1676552030.4563136,37,23.722963333129883
1676552030.483792,38,23.731006622314453
1676552030.5110247,39,23.73277473449707
1676552030.5382276,40,23.747034072875977
1676552030.5746844,41,23.7717227935791
1676552030.6038651,42,23.79246711730957
1676552030.634549,43,23.807411193847656
1676552030.668405,44,23.828990936279297
1676552030.7092128,45,23.858551025390625
1676552030.745526,46,23.882352828979492
1676552030.7782733,47,23.894006729125977
1676552030.8064828,48,23.903886795043945
1676552030.8367386,49,23.92340850830078
1676552030.8640363,50,23.949684143066406
1676552030.8985567,51,23.97426986694336
1676552030.926726,52,23.994430541992188
1676552030.9582255,53,24.01523780822754
1676552030.9923441,54,24.037626266479492
1676552031.020327,55,24.058523178100586
1676552031.050987,56,24.078227996826172
1676552031.0889976,57,24.099275588989258
1676552031.1230767,58,24.120174407958984
1676552031.1545274,59,24.137155532836914
1676552031.182279,60,24.15096092224121
1676552031.2127366,61,24.16735076904297
1676552031.2431965,62,24.188051223754883
1676552031.2750182,63,24.208606719970703
1676552031.304937,64,24.225074768066406
1676552031.3321292,65,24.238557815551758
1676552031.362823,66,24.251598358154297
1676552031.3905606,67,24.265459060668945
1676552031.4193494,68,24.281099319458008
1676552031.4527001,69,24.298877716064453
1676552031.4813857,70,24.317916870117188
1676552031.5162396,71,24.337329864501953
1676552031.545041,72,24.356754302978516
1676552031.5733325,73,24.376590728759766
1676552031.6043198,74,24.397451400756836
1676552031.6325164,75,24.420806884765625
1676552031.6631167,76,24.44725227355957
1676552031.6924438,77,24.474746704101562
1676552031.7217116,78,24.49840545654297
1676552031.7492666,79,24.515357971191406
1676552031.7872832,80,24.528276443481445
1676552031.8195918,81,24.541839599609375
1676552031.8490758,82,24.55857276916504
1676552031.876875,83,24.580562591552734
1676552031.9063869,84,24.60576057434082
1676552031.9382186,85,24.629135131835938
1676552031.9652286,86,24.647686004638672
1676552031.994543,87,24.66344451904297
1676552032.0219011,88,24.68023109436035
1676552032.049259,89,24.702877044677734
1676552032.0763397,90,24.727506637573242
1676552032.103259,91,24.749858856201172
1676552032.1324732,92,24.76947021484375
1676552032.1608176,93,24.789527893066406
1676552032.187657,94,24.815027236938477
1676552032.2171893,95,24.8453369140625
1676552032.2457001,96,24.87466812133789
1676552032.2739472,97,24.902345657348633
1676552032.3032012,98,24.926876068115234
1676552032.331261,99,24.950895309448242
1676552032.359223,100,24.977313995361328
1676552032.3879244,101,25.003299713134766
1676552032.4157083,102,25.024322509765625
1676552032.4454796,103,25.04267120361328
1676552032.4746234,104,25.065296173095703
1676552032.5031283,105,25.088726043701172
1676552032.5330749,106,25.107765197753906
1676552032.562774,107,25.122480392456055
1676552032.5901206,108,25.137454986572266
1676552032.6202443,109,25.154991149902344
1676552032.6522105,110,25.1700496673584
1676552032.680276,111,25.182218551635742
1676552032.710258,112,25.195646286010742
1676552032.7384157,113,25.212718963623047
1676552032.7667174,114,25.230485916137695
1676552032.7970886,115,25.246341705322266
1676552032.8253126,116,25.260265350341797
1676552032.852384,117,25.273523330688477
1676552032.879095,118,25.28682518005371
1676552032.9061258,119,25.299455642700195
1676552032.9336016,120,25.310518264770508
1676552032.9616876,121,25.320987701416016
1676552032.9943366,122,25.332548141479492
1676552033.0219765,123,25.34528350830078
1676552033.050716,124,25.3583984375
1676552033.077677,125,25.37172508239746
1676552033.1067822,126,25.385242462158203
1676552033.1335933,127,25.398685455322266
1676552033.160173,128,25.412002563476562
1676552033.1908145,129,25.425432205200195
1676552033.21821,130,25.438623428344727
1676552033.2469697,131,25.452049255371094
1676552033.2794883,132,25.465023040771484
1676552033.311145,133,25.478294372558594
1676552033.3382132,134,25.49010467529297
1676552033.368618,135,25.502798080444336
1676552033.397196,136,25.513080596923828
1676552033.4244058,137,25.52679443359375
1676552033.452057,138,25.53571319580078
1676552033.4801972,139,25.55010986328125
1676552033.5083706,140,25.561105728149414
1676552033.5367432,141,25.576282501220703
1676552033.5653732,142,25.587139129638672
1676552033.5931983,143,25.595348358154297
1676552033.620772,144,25.60756492614746
1676552033.6471603,145,25.6180477142334
1676552033.6765194,146,25.62981414794922
1676552033.703763,147,25.640785217285156
1676552033.7316933,148,25.648832321166992
1676552033.7641218,149,25.661230087280273
1676552033.7960806,150,25.670589447021484
1676552033.8281791,151,25.679033279418945
1676552033.8580704,152,25.68941879272461
1676552033.8882344,153,25.69685935974121
1676552033.9151995,154,25.70737075805664
1676552033.941515,155,25.715456008911133
1676552033.970858,156,25.721776962280273
1676552033.9987295,157,25.731002807617188
1676552034.0271862,158,25.73737144470215
1676552034.0557408,159,25.745845794677734
1676552034.085593,160,25.753875732421875
1676552034.1125052,161,25.760250091552734
1676552034.1390102,162,25.76938247680664
1676552034.1678343,163,25.77654266357422
1676552034.1948705,164,25.783004760742188
1676552034.2231412,165,25.790502548217773
1676552034.2529275,166,25.796066284179688
1676552034.2803512,167,25.801877975463867
1676552034.3081744,168,25.807979583740234
1676552034.335285,169,25.812625885009766
1676552034.362319,170,25.817079544067383
1676552034.3912323,171,25.821758270263672
1676552034.4226131,172,25.82537841796875
1676552034.4502082,173,25.82915496826172
1676552034.4812598,174,25.83368682861328
1676552034.5092063,175,25.8375244140625
1676552034.53684,176,25.84128189086914
1676552034.5674832,177,25.845373153686523
1676552034.5954056,178,25.84932518005371
1676552034.6248283,179,25.85280990600586
1676552034.6520865,180,25.85626792907715
1676552034.6823566,181,25.859539031982422
1676552034.712526,182,25.86268424987793
1676552034.7400103,183,25.86566734313965
1676552034.773407,184,25.869300842285156
1676552034.8093894,185,25.873544692993164
1676552034.8427417,186,25.877471923828125
1676552034.871818,187,25.880699157714844
1676552034.9031005,188,25.883493423461914
1676552034.9316823,189,25.885452270507812
1676552034.9620275,190,25.887100219726562
1676552034.9910235,191,25.888790130615234
1676552035.0236104,192,25.891199111938477
1676552035.0586762,193,25.893810272216797
1676552035.0928674,194,25.89681625366211
1676552035.125264,195,25.900333404541016
1676552035.1575632,196,25.903602600097656
1676552035.1900334,197,25.906566619873047
1676552035.2238204,198,25.909351348876953
1676552035.2544625,199,25.912067413330078
1676552035.2989619,200,25.914958953857422
1676552035.3422654,201,25.9180908203125
1676552035.389764,202,25.921382904052734
1676552035.4335535,203,25.924713134765625
1676552035.478684,204,25.92778968811035
1676552035.5082638,205,25.930484771728516
